# shelf	signal	detail   (triage_09.py; feed: next_batch.py --s2-file)
S22962	c	item 42287 judged #79-79 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42288 judged #88-88 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42289 judged #98-98 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42290 judged #108-108 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42291 judged #118-118 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42292 judged #128-128 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42293 judged #137-137 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42294 judged #144-144 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42295 judged #151-151 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42296 judged #158-158 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42297 judged #165-165 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42298 judged #172-172 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42299 judged #180-188 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42302 judged #207-207 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42303 judged #216-216 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42304 judged #225-225 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42306 judged #243-251 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42307 judged #252-252 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42308 judged #261-261 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42312 judged #297-297 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42313 judged #304-309 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42314 judged #310-315 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	c	item 42315 judged #317-320 does not fit the S run (cv 38885 count None, gcd 15639 count 37)
S22962	e	37 files
S22969	c	item 42254 judged #4-6 does not fit the S run (cv 102227 count 3, gcd 118677 count 3)
S23014	c	item 46233 judged #10-10 does not fit the S run (cv 142419 count 9, gcd 183019 count 9)
S23014	c	item 46234 judged #15-15 does not fit the S run (cv 142419 count 9, gcd 183019 count 9)
S23014	c	item 46235 judged #20-20 does not fit the S run (cv 142419 count 9, gcd 183019 count 9)
S23014	c	item 46236 judged #23-23 does not fit the S run (cv 142419 count 9, gcd 183019 count 9)
S23014	c	item 46237 judged #26-26 does not fit the S run (cv 142419 count 9, gcd 183019 count 9)
S23014	c	item 46238 judged #30-30 does not fit the S run (cv 142419 count 9, gcd 183019 count 9)
S23014	c	item 46239 judged #33-33 does not fit the S run (cv 142419 count 9, gcd 183019 count 9)
S23014	c	item 46240 judged #36-36 does not fit the S run (cv 142419 count 9, gcd 183019 count 9)
S23014	c	item 46241 judged #38-38 does not fit the S run (cv 142419 count 9, gcd 183019 count 9)
S23014	c	item 46242 judged #43-43 does not fit the S run (cv 142419 count 9, gcd 183019 count 9)
S23014	c	item 46243 judged #47-47 does not fit the S run (cv 142419 count 9, gcd 183019 count 9)
S23014	c	item 46244 judged #49.3-49.7 does not fit the S run (cv 142419 count 9, gcd 183019 count 9)
S23014	c	item 46245 judged #50-50 does not fit the S run (cv 142419 count 9, gcd 183019 count 9)
S23014	c	item 46246 judged #52-52 does not fit the S run (cv 142419 count 9, gcd 183019 count 9)
S23014	c	item 46247 judged #55-55 does not fit the S run (cv 142419 count 9, gcd 183019 count 9)
S23014	c	item 46248 judged #60-60 does not fit the S run (cv 142419 count 9, gcd 183019 count 9)
S23093	c	item 46002 judged #28-33 does not fit the S run (cv 45111 count 20, gcd - count -)
S23093	c	item 46004 judged #46-46 does not fit the S run (cv 45111 count 20, gcd - count -)
S23093	c	item 46005 judged #54-54 does not fit the S run (cv 45111 count 20, gcd - count -)
S23093	c	item 46006 judged #62-62 does not fit the S run (cv 45111 count 20, gcd - count -)
S23093	c	item 46008 judged #78-78 does not fit the S run (cv 45111 count 20, gcd - count -)
S23093	c	item 46009 judged #86-86 does not fit the S run (cv 45111 count 20, gcd - count -)
S23093	c	item 46010 judged #94-101 does not fit the S run (cv 45111 count 20, gcd - count -)
S23093	c	item 46013 judged #118-125 does not fit the S run (cv 45111 count 20, gcd - count -)
S23093	c	item 46014 judged #126-133 does not fit the S run (cv 45111 count 20, gcd - count -)
S23093	c	item 46017 judged #150-150 does not fit the S run (cv 45111 count 20, gcd - count -)
S23118	c	item 41709 C #198-206 on the S's own run does not fit its count
S23118	c	item 41706 C #178-184 on the S's own run does not fit its count
S23118	c	item 41707 C #185-191 on the S's own run does not fit its count
S23118	c	item 41708 C #192-197 on the S's own run does not fit its count
S23118	c	item 41704 C #163-169 on the S's own run does not fit its count
S23118	c	item 41705 C #170-177 on the S's own run does not fit its count
S23118	c	item 41703 C #156-162 on the S's own run does not fit its count
S23118	c	item 41701 C #142-148 on the S's own run does not fit its count
S23118	c	item 41702 C #149-155 on the S's own run does not fit its count
S23118	c	item 41700 C #135-141 on the S's own run does not fit its count
S23118	c	item 41699 C #128-134 on the S's own run does not fit its count
S23118	e	31 files
S23597	c	item 45005 judged #133-142 does not fit the S run (cv 80580 count 17, gcd 223026 count 17)
S23597	c	item 45006 judged #143-143 does not fit the S run (cv 80580 count 17, gcd 223026 count 17)
S23597	c	item 45007 judged #153-153 does not fit the S run (cv 80580 count 17, gcd 223026 count 17)
S23597	c	item 45008 judged #163-170 does not fit the S run (cv 80580 count 17, gcd 223026 count 17)
S23597	c	item 45000 judged #83-83 does not fit the S run (cv 80580 count 17, gcd 223026 count 17)
S23597	c	item 45002 judged #103-103 does not fit the S run (cv 80580 count 17, gcd 223026 count 17)
S23597	c	item 45004 judged #123-123 does not fit the S run (cv 80580 count 17, gcd 223026 count 17)
S23597	c	item 44996 judged #43-43 does not fit the S run (cv 80580 count 17, gcd 223026 count 17)
S23597	c	item 44997 judged #53-53 does not fit the S run (cv 80580 count 17, gcd 223026 count 17)
S23597	c	item 44998 judged #63-63 does not fit the S run (cv 80580 count 17, gcd 223026 count 17)
S23597	c	item 44999 judged #73-73 does not fit the S run (cv 80580 count 17, gcd 223026 count 17)
S23597	c	item 44994 judged #21-31 does not fit the S run (cv 80580 count 17, gcd 223026 count 17)
S23597	c	item 44995 judged #32-32 does not fit the S run (cv 80580 count 17, gcd 223026 count 17)
S23759	d	label-ambiguous item 40452
S23759	e	106 files
S23802	b	4/4 per-file CV links name another volume (83422x4)
S24289	b	5/5 per-file CV links name another volume (18007x5)
S24289	c	item 112536 judged #1-12 does not fit the S run (cv 71452 count 5, gcd - count -)
S24289	c	item 112537 judged #13-28 does not fit the S run (cv 71452 count 5, gcd - count -)
S24289	c	item 112538 judged #29-44 does not fit the S run (cv 71452 count 5, gcd - count -)
S24289	c	item 112539 judged #45-59 does not fit the S run (cv 71452 count 5, gcd - count -)
S24289	c	item 112540 judged #60-72 does not fit the S run (cv 71452 count 5, gcd - count -)
S24289	d	label-ambiguous item 112536
S24306	b	6/6 per-file CV links name another volume (85823x6)
S24349	b	2/2 per-file CV links name another volume (85926x2)
S28878	c	item 44867 judged #78-86 does not fit the S run (cv 82075 count 10, gcd 94977 count 10)
S28878	c	item 44866 judged #68-77 does not fit the S run (cv 82075 count 10, gcd 94977 count 10)
S28878	c	item 44864 judged #48-57 does not fit the S run (cv 82075 count 10, gcd 94977 count 10)
S28878	c	item 44865 judged #58-67 does not fit the S run (cv 82075 count 10, gcd 94977 count 10)
S28878	c	item 44861 judged #23-30 does not fit the S run (cv 82075 count 10, gcd 94977 count 10)
S28878	c	item 44862 judged #31-37 does not fit the S run (cv 82075 count 10, gcd 94977 count 10)
S28878	c	item 44863 judged #38-47 does not fit the S run (cv 82075 count 10, gcd 94977 count 10)
S28878	c	item 44860 judged #15-22 does not fit the S run (cv 82075 count 10, gcd 94977 count 10)
S34388	a-I	cv 2860 named by 14 I line(s) on books of S18826
S34388	a-I	gcd 2348 named by 13 I line(s) on books of S18826
S34431	b	3/5 per-file CV links name another volume (71435x1, 90118x1)
S34452	b	1/1 per-file CV links name another volume (2914x1)
S34675	d	label-ambiguous item 65393
S34708	a-I	gcd 105777 named by 3 I line(s) on books of S2741
S34708	a-I	gcd 105777 named by 1 I line(s) on books of S95617
S34708	a-I	gcd 105777 named by 5 I line(s) on books of S103535
S35140	c	item 36391 judged #9-11 does not fit the S run (cv 67751 count 4, gcd 123035 count 4)
S35238	a-S	gcd 112667 is also the S of S6295
S35238	a-S	gcd 112667 is also the S of S6296
S35238	a-S	gcd 112667 is also the S of S6297
S35238	a-S	gcd 112667 is also the S of S6298
S35238	a-S	gcd 112667 is also the S of S6299
S35238	a-S	gcd 112667 is also the S of S6301
S35258	a-S	gcd 161515 is also the S of S6700
S35500	b	1/1 per-file CV links name another volume (21749x1)
S35501	a-I	gcd 78273 named by 2 I line(s) on books of S97608
S35582	a-S	gcd 104118 is also the S of S10634
S35656	e	47 files
S35804	a-I	gcd 179720 named by 1 I line(s) on books of S13889
S35823	a-I	gcd 119452 named by 1 I line(s) on books of S102983
S35823	a-I	gcd 119452 named by 1 I line(s) on books of S102985
S35875	d	label-ambiguous item 90979
S36230	b	1/1 per-file CV links name another volume (59013x1)
S36271	b	5/5 per-file CV links name another volume (4249x4, 24926x1)
S36348	a-I	cv 124413 named by 1 I line(s) on books of S22596
S36640	d	label-ambiguous item 65629
S46611	f	1 shelf/shelves merged in after the wave that landed R-037 (2026-09-23): S103002
S57278	b	1/1 per-file CV links name another volume (164706x1)
S58099	a-S	gcd 11298 is also the S of S19320
S58099	a-S	gcd 11298 is also the S of S100744
S58099	b	27/27 per-file CV links name another volume (22453x27)
S58099	e	29 files
S58610	a-I	gcd 1983 named by 1 I line(s) on books of S102929
S58610	e	135 files
S62538	c	item 19129 RANGE CONTRADICTED by GCD notes (multi): judged #1-3, GCD says DC Comics Presents (DC, 1978 series) #78; All-Star Squadron (DC, 1981 series) #50-60; The Fury of Firestorm (DC, 1982 series) #41-42; Green Lantern (DC, 1960 series) #194-198
S62538	c	item 19130 RANGE CONTRADICTED by GCD notes (multi): judged #1-5, GCD says Detective Comics (DC, 1937 series) #558; DC Comics Presents (DC, 1978 series) #86; Swamp Thing (DC, 1985 series) #44; The Losers Special (DC, 1985 series) #1; Legends of the DCU: Crisis on Infinite Earths (DC, 1999 serie
S62538	c	item 19131 RANGE CONTRADICTED by GCD notes (multi): judged #6-8, GCD says Amethyst (DC, 1985 series) #13; The Omega Men (DC, 1983 series) #31; a story from #33; Blue Devil (DC, 1984 series) #17-18; Wonder Woman (DC, 1942 series) #327-329; Swamp Thing (DC, 1985 series) #46; Legion of Super-Hero
S62538	d	duplicate-edition item 19128
S62538	d	label-ambiguous item 19128
S62538	e	30 files
S63422	b	1/1 per-file CV links name another volume (21650x1)
S63593	c	item 113241 judged #13-25 does not fit the S run (cv 84299 count 3, gcd 92113 count 3)
S63593	c	item 113242 judged #26-40 does not fit the S run (cv 84299 count 3, gcd 92113 count 3)
S63593	c	item 113240 judged #1-12 does not fit the S run (cv 84299 count 3, gcd 92113 count 3)
S63739	b	2/2 per-file CV links name another volume (45737x2)
S63804	b	15/15 per-file CV links name another volume (69862x15)
S63804	f	1 shelf/shelves merged in after the wave that landed R-042 (2026-09-23): S103424
S64040	d	label-ambiguous item 111998
S64120	e	76 files
S64179	e	89 files
S64185	a-C	cv 2128 named by 10 C line(s) on books of S1589
S64185	a-I	cv 2128 named by 5 I line(s) on books of S8203
S64185	a-C	gcd 1571 named by 10 C line(s) on books of S1589
S64185	a-I	gcd 1571 named by 1 I line(s) on books of S15025
S64185	d	label-ambiguous item 116541
S64185	d	label-ambiguous item 117740
S64185	e	517 files
S64189	a-I	gcd 207599 named by 3 I line(s) on books of S95229
S64189	d	label-ambiguous item 118640
S64223	a-C	cv 796 named by 1 C line(s) on books of S24285
S64223	a-C	cv 796 named by 1 C line(s) on books of S102900
S64223	a-C	cv 796 named by 1 C line(s) on books of S103667
S64223	a-C	cv 796 named by 1 C line(s) on books of S103668
S64223	a-C	gcd 141 named by 1 C line(s) on books of S24285
S64223	a-C	gcd 141 named by 1 C line(s) on books of S102900
S64223	a-C	gcd 141 named by 1 C line(s) on books of S103667
S64223	a-C	gcd 141 named by 1 C line(s) on books of S103668
S64223	d	label-ambiguous item 61078
S64223	e	845 files
S64223	f	1 shelf/shelves merged in after the wave that landed R-048 (2026-09-23): S103669
S64225	a-S	gcd 61067 is also the S of S95394
S64247	a-I	cv 121066 named by 3 I line(s) on books of S94865
S64247	a-I	gcd 150022 named by 5 I line(s) on books of S94865
S64298	e	38 files
S64338	e	54 files
S64363	d	label-ambiguous item 88485
S64363	e	222 files
S64393	d	label-ambiguous item 17447
S64393	e	86 files
S64455	c	item 19147 RANGE CONTRADICTED by GCD notes (multi): judged #5-6, GCD says JLA-JSA team-ups from Justice League of America (DC, 1960 series) #171-172, #183-185, #195-197, #207-209, #219-220, #231-232; All-Star Squadron (DC, 1981 series) #14-15; DC Comics Presents Annual (DC, 1982 series) #1
S64455	c	item 19146 RANGE CONTRADICTED by GCD notes (count): judged #3-4, GCD says JLA-JSA team-ups from Justice League of America (DC, 1960 series) #91-92, #100-102, #107-108, #113, #123-124, #135-137, #147-148
S64455	c	item 19145 RANGE CONTRADICTED by GCD notes (multi): judged #1-2, GCD says JLA-JSA team-ups from Justice League of America (DC, 1960 series) #21-22, #29-30, #37-38, #46-47, #55-56, #64-65, #73-74, #82-83; bonus material from Justice League of America #76
S64455	c	item 67982 RANGE CONTRADICTED by GCD notes (multi): judged #1-2, GCD says JLA-JSA team-ups from Justice League of America (DC, 1960 series) #21-22, #29-30, #37-38, #46-47, #55-56, #64-65, #73-74, #82-83; bonus material from Justice League of America #76
S64455	d	label-ambiguous item 67982
S64466	d	label-ambiguous item 91710
S64501	a-C	cv 2190 named by 2 C line(s) on books of S4784
S64501	a-C	cv 2190 named by 13 C line(s) on books of S4812
S64501	a-C	cv 2190 named by 3 C line(s) on books of S4823
S64501	a-C	cv 2190 named by 2 C line(s) on books of S4832
S64501	a-C	gcd 1636 named by 2 C line(s) on books of S4784
S64501	a-C	gcd 1636 named by 13 C line(s) on books of S4812
S64501	a-C	gcd 1636 named by 3 C line(s) on books of S4823
S64501	a-C	gcd 1636 named by 2 C line(s) on books of S4832
S64501	a-I	gcd 1636 named by 4 I line(s) on books of S4784
S64501	d	label-ambiguous item 47980
S64501	d	label-ambiguous item 116397
S64501	e	433 files
S64504	b	1/1 per-file CV links name another volume (2190x1)
S64506	a-C	gcd 3301 named by 1 C line(s) on books of S103649
S64506	e	207 files
S64520	d	label-ambiguous item 21780
S64520	e	25 files
S64525	e	84 files
S64525	f	85 files when C-043 was read, 84 now (files left the shelf — a split?)
S64540	e	124 files
S64540	f	1 shelf/shelves merged in after the wave that landed C-043 (2026-09-17): S5092
S64541	a-I	cv 22955 named by 1 I line(s) on books of S5134
S64541	a-I	cv 22955 named by 1 I line(s) on books of S102757
S64541	b	55/74 per-file CV links name another volume (6000x54, 42212x1)
S64541	e	87 files
S64541	f	1 shelf/shelves merged in after the wave that landed R-035 (2026-09-23): S102759
S64562	e	100 files
S64562	f	4 shelf/shelves merged in after the wave that landed C-046 (2026-09-17): S5310, S5311, S5312, S5313
S64590	e	93 files
S64603	e	22 files
S64604	b	18/18 per-file CV links name another volume (3786x17, 39754x1)
S64604	d	label-ambiguous item 64536
S64605	e	22 files
S64651	e	50 files
S64669	a-C	cv 2045 named by 8 C line(s) on books of S6495
S64669	a-C	cv 2045 named by 1 C line(s) on books of S6500
S64669	a-C	cv 2045 named by 8 C line(s) on books of S6512
S64669	a-C	cv 2045 named by 15 C line(s) on books of S11500
S64669	a-C	gcd 1482 named by 8 C line(s) on books of S6495
S64669	a-C	gcd 1482 named by 1 C line(s) on books of S6500
S64669	a-C	gcd 1482 named by 8 C line(s) on books of S6512
S64669	a-C	gcd 1482 named by 15 C line(s) on books of S11500
S64669	d	label-ambiguous item 98865
S64669	e	547 files
S64669	f	1 shelf/shelves merged in after the wave that landed C-044 (2026-09-17): S6456
S64672	b	43/85 per-file CV links name another volume (2045x43)
S64672	e	89 files
S64739	b	8/8 per-file CV links name another volume (166259x8)
S64745	d	label-ambiguous item 89296
S64745	e	31 files
S64771	d	label-ambiguous item 80224
S64804	d	label-ambiguous item 106089
S64817	b	128/128 per-file CV links name another volume (4003x127, 91284x1)
S64817	d	label-ambiguous item 16848
S64817	e	128 files
S64826	b	91/97 per-file CV links name another volume (2839x91)
S64826	d	label-ambiguous item 16197
S64826	d	label-ambiguous item 65370
S64826	e	110 files
S64826	f	1 shelf/shelves merged in after the wave that landed R-054 (2026-09-23): S103826
S64835	e	94 files
S64928	a-C	cv 20291 named by 1 C line(s) on books of S103893
S64928	a-C	gcd 28683 named by 1 C line(s) on books of S103893
S64928	e	52 files
S65010	a-C	gcd 3804 named by 2 C line(s) on books of S17259
S65010	a-C	gcd 3804 named by 1 C line(s) on books of S18388
S65010	b	81/89 per-file CV links name another volume (2014x81)
S65010	e	89 files
S65021	e	35 files
S65063	f	1 shelf/shelves merged in after the wave that landed R-041 (2026-09-23): S103316
S65102	a-I	cv 136988 named by 1 I line(s) on books of S65101
S65102	b	2/2 per-file CV links name another volume (29781x2)
S65153	a-C	gcd 1992 named by 1 C line(s) on books of S102623
S65153	e	45 files
S65153	f	1 shelf/shelves merged in after the wave that landed R-043 (2026-09-23): S103488
S65354	d	label-ambiguous item 92687
S65356	a-I	cv 5755 named by 1 I line(s) on books of S5149
S65356	e	116 files
S65356	f	1 shelf/shelves merged in after the wave that landed R-044 (2026-09-23): S103500
S65364	e	28 files
S65458	e	124 files
S65459	b	6/6 per-file CV links name another volume (18328x6)
S65459	d	label-ambiguous item 88431
S65548	e	21 files
S65556	a-C	cv 5041 named by 2 C line(s) on books of S66295
S65556	a-C	gcd 4727 named by 3 C line(s) on books of S66295
S65588	e	56 files
S65613	d	label-ambiguous item 22223
S65629	b	7/11 per-file CV links name another volume (18348x7)
S65629	d	label-ambiguous item 37158
S65644	d	label-ambiguous item 88514
S65644	e	155 files
S65714	d	label-ambiguous item 28713
S65714	e	59 files
S65715	e	89 files
S65715	f	80 files when C-027 was read, 89 now (no merge explains it)
S65741	a-I	cv 96284 named by 1 I line(s) on books of S16693
S65741	d	label-ambiguous item 103805
S65768	d	label-ambiguous item 13479
S65768	f	1 shelf/shelves merged in after the wave that landed R-032 (2026-09-23): S102683
S65813	a-I	gcd 116 named by 5 I line(s) on books of S8203
S65813	b	330/333 per-file CV links name another volume (119775x330)
S65813	e	334 files
S65813	f	1 shelf/shelves merged in after the wave that landed R-049 (2026-09-23): S103782
S65856	e	112 files
S65925	f	1 shelf/shelves merged in after the wave that landed C-061 (2026-09-17): S100356
S65956	e	65 files
S65963	a-I	gcd 26047 named by 1 I line(s) on books of S100605
S65986	e	27 files
S66071	d	label-ambiguous item 16717
S66071	e	50 files
S66125	e	47 files
S66142	d	label-ambiguous item 113398
S66149	b	21/21 per-file CV links name another volume (43640x21)
S66149	d	label-ambiguous item 97151
S66149	e	56 files
S66149	f	1 shelf/shelves merged in after the wave that landed R-089 (2026-09-23): S103904
S66183	e	90 files
S66237	a-C	cv 3519 named by 1 C line(s) on books of S875
S66237	a-C	cv 3519 named by 1 C line(s) on books of S879
S66237	a-C	cv 3519 named by 1 C line(s) on books of S103849
S66237	a-C	cv 3519 named by 2 C line(s) on books of S103851
S66237	a-C	gcd 3059 named by 1 C line(s) on books of S875
S66237	a-C	gcd 3059 named by 1 C line(s) on books of S879
S66237	a-C	gcd 3059 named by 1 C line(s) on books of S103849
S66237	a-C	gcd 3059 named by 2 C line(s) on books of S103851
S66237	d	label-ambiguous item 87322
S66237	e	155 files
S66317	a-S	gcd 61069 is also the S of S21955
S66317	a-S	gcd 61069 is also the S of S101472
S66333	a-C	gcd 3209 named by 1 C line(s) on books of S103745
S66333	d	label-ambiguous item 85668
S66333	e	323 files
S66336	e	35 files
S66349	a-C	gcd 4254 named by 3 C line(s) on books of S66295
S66349	b	244/244 per-file CV links name another volume (43640x219, 43672x19, 45796x5)
S66349	e	244 files
S66353	a-C	gcd 173727 named by 1 C line(s) on books of S94570
S66353	b	41/53 per-file CV links name another volume (43640x31, 158814x10)
S66353	e	67 files
S66353	f	1 shelf/shelves merged in after the wave that landed R-053 (2026-09-23): S103817
S66372	e	47 files
S66487	b	7/7 per-file CV links name another volume (143053x7)
S66489	e	38 files
S66503	a-I	cv 26954 named by 3 I line(s) on books of S35781
S66503	a-I	gcd 73331 named by 3 I line(s) on books of S35781
S66557	d	label-ambiguous item 72688
S68154	a-S	gcd 82739 is also the S of S21191
S68158	a-I	gcd 69863 named by 1 I line(s) on books of S241
S68158	a-I	gcd 69863 named by 2 I line(s) on books of S371
S68158	a-I	gcd 69863 named by 1 I line(s) on books of S1461
S68158	a-I	gcd 69863 named by 1 I line(s) on books of S5213
S68158	a-I	gcd 69863 named by 1 I line(s) on books of S7590
S68158	a-I	gcd 69863 named by 1 I line(s) on books of S10258
S68158	a-I	gcd 69863 named by 2 I line(s) on books of S11252
S68158	a-I	gcd 69863 named by 1 I line(s) on books of S11814
S68158	a-I	gcd 69863 named by 1 I line(s) on books of S18777
S68158	a-I	gcd 69863 named by 1 I line(s) on books of S19071
S68158	a-I	gcd 69863 named by 1 I line(s) on books of S19760
S68158	a-I	gcd 69863 named by 1 I line(s) on books of S19963
S68158	a-I	gcd 69863 named by 1 I line(s) on books of S20150
S68158	a-I	gcd 69863 named by 2 I line(s) on books of S36038
S68158	e	28 files
S68342	d	label-ambiguous item 116633
S73843	c	item 42187 judged #11-11 does not fit the S run (cv 50750 count 2, gcd - count -)
S94533	b	27/27 per-file CV links name another volume (46777x27)
S94533	c	item 40038 judged #127-135 does not fit the S run (cv 120734 count 18, gcd 149749 count 20)
S94533	c	item 40035 judged #100-108 does not fit the S run (cv 120734 count 18, gcd 149749 count 20)
S94533	c	item 40036 judged #109-117 does not fit the S run (cv 120734 count 18, gcd 149749 count 20)
S94533	c	item 40037 judged #118-126 does not fit the S run (cv 120734 count 18, gcd 149749 count 20)
S94533	c	item 40033 judged #82-90 does not fit the S run (cv 120734 count 18, gcd 149749 count 20)
S94533	c	item 40034 judged #91-99 does not fit the S run (cv 120734 count 18, gcd 149749 count 20)
S94533	c	item 40030 judged #55-63 does not fit the S run (cv 120734 count 18, gcd 149749 count 20)
S94533	c	item 40031 judged #64-72 does not fit the S run (cv 120734 count 18, gcd 149749 count 20)
S94533	c	item 40032 judged #73-81 does not fit the S run (cv 120734 count 18, gcd 149749 count 20)
S94533	c	item 40026 judged #19-27 does not fit the S run (cv 120734 count 18, gcd 149749 count 20)
S94533	c	item 40027 judged #28-36 does not fit the S run (cv 120734 count 18, gcd 149749 count 20)
S94533	c	item 40028 judged #37-45 does not fit the S run (cv 120734 count 18, gcd 149749 count 20)
S94533	c	item 40029 judged #46-54 does not fit the S run (cv 120734 count 18, gcd 149749 count 20)
S94533	e	42 files
S94535	c	item 40112 judged #21-33 does not fit the S run (cv 121518 count 4, gcd 200930 count 4)
S94535	c	item 40113 judged #34-45 does not fit the S run (cv 121518 count 4, gcd 200930 count 4)
S94535	c	item 40110 judged #1-7 does not fit the S run (cv 121518 count 4, gcd 200930 count 4)
S94535	c	item 40111 judged #8-20 does not fit the S run (cv 121518 count 4, gcd 200930 count 4)
S94536	c	item 40114 judged #1-10 does not fit the S run (cv 121348 count 8, gcd - count -)
S94542	a-I	cv 3815 named by 1 I line(s) on books of S12794
S94548	b	9/10 per-file CV links name another volume (85292x9)
S94552	b	5/5 per-file CV links name another volume (3976x5)
S94554	a-S	gcd 60920 is also the S of S2139
S94554	b	9/11 per-file CV links name another volume (26584x9)
S94555	b	62/62 per-file CV links name another volume (26584x46, 160394x16)
S94555	e	63 files
S94566	b	1/1 per-file CV links name another volume (19402x1)
S94574	b	2/2 per-file CV links name another volume (36240x2)
S94575	b	7/7 per-file CV links name another volume (36240x7)
S94580	b	1/1 per-file CV links name another volume (18118x1)
S94581	a-S	gcd 15128 is also the S of S5267
S94581	e	30 files
S94583	a-C	cv 77678 named by 3 C line(s) on books of S5272
S94583	a-C	gcd 83897 named by 3 C line(s) on books of S5272
S94588	b	2/2 per-file CV links name another volume (2569x2)
S94595	a-C	cv 6211 named by 3 C line(s) on books of S6517
S94595	a-C	gcd 11218 named by 1 C line(s) on books of S6517
S94595	a-C	gcd 11218 named by 1 C line(s) on books of S103893
S94595	a-I	gcd 11218 named by 1 I line(s) on books of S64669
S94595	b	98/98 per-file CV links name another volume (2045x98)
S94595	e	98 files
S94603	b	2/3 per-file CV links name another volume (2636x2)
S94613	a-C	cv 42808 named by 1 C line(s) on books of S103791
S94613	a-C	gcd 60924 named by 1 C line(s) on books of S103791
S94613	b	56/56 per-file CV links name another volume (2839x56)
S94613	e	64 files
S94613	f	1 shelf/shelves merged in after the wave that landed R-054 (2026-09-23): S103829
S94640	a-I	gcd 217178 named by 1 I line(s) on books of S9736
S94648	b	1/1 per-file CV links name another volume (2014x1)
S94650	b	9/9 per-file CV links name another volume (42488x9)
S94654	b	7/7 per-file CV links name another volume (4557x7)
S94666	a-C	cv 55330 named by 16 C line(s) on books of S64201
S94666	a-C	cv 55330 named by 2 C line(s) on books of S102980
S94666	a-C	gcd 70463 named by 16 C line(s) on books of S64201
S94666	a-C	gcd 70463 named by 2 C line(s) on books of S102980
S94671	e	84 files
S94672	b	12/12 per-file CV links name another volume (4407x12)
S94672	d	label-ambiguous item 102157
S94673	e	28 files
S94673	f	20 files when C-039 was read, 28 now (no merge explains it)
S94677	b	4/4 per-file CV links name another volume (132229x3, 3358x1)
S94680	b	16/31 per-file CV links name another volume (6472x12, 30045x4)
S94680	e	31 files
S94683	a-I	gcd 82475 named by 2 I line(s) on books of S65458
S94686	d	label-ambiguous item 22521
S94686	e	128 files
S94694	b	2/2 per-file CV links name another volume (3616x2)
S94699	a-C	gcd 123483 named by 4 C line(s) on books of S15901
S94699	b	24/32 per-file CV links name another volume (11074x24)
S94699	e	32 files
S94706	a-I	cv 71454 named by 1 I line(s) on books of S16896
S94706	a-I	gcd 110480 named by 1 I line(s) on books of S16896
S94706	b	1/1 per-file CV links name another volume (1328x1)
S94714	b	74/74 per-file CV links name another volume (11258x74)
S94714	e	79 files
S94716	d	label-ambiguous item 35599
S94716	e	24 files
S94717	b	11/11 per-file CV links name another volume (1995x11)
S94717	e	272 files
S94717	f	1 shelf/shelves merged in after the wave that landed R-054 (2026-09-23): S103794
S94719	a-C	cv 6558 named by 1 C line(s) on books of S103893
S94719	a-C	gcd 7053 named by 2 C line(s) on books of S103893
S94719	b	84/84 per-file CV links name another volume (2406x84)
S94719	e	91 files
S94719	f	1 shelf/shelves merged in after the wave that landed R-047 (2026-09-23): S103733
S94724	b	2/2 per-file CV links name another volume (2889x2)
S94728	b	1/1 per-file CV links name another volume (52880x1)
S94734	b	1/1 per-file CV links name another volume (18390x1)
S94736	a-C	cv 7300 named by 1 C line(s) on books of S18272
S94736	a-C	gcd 7880 named by 1 C line(s) on books of S18272
S94736	a-I	gcd 7880 named by 1 I line(s) on books of S18272
S94737	b	1/1 per-file CV links name another volume (7300x1)
S94740	b	4/4 per-file CV links name another volume (31792x4)
S94740	d	label-ambiguous item 76502
S94742	a-C	cv 20511 named by 3 C line(s) on books of S22374
S94742	a-C	cv 20511 named by 2 C line(s) on books of S103823
